"participantnum";"date";"ms_condition";"dv_order";"prous1";"prous2";"prous3";"prous4";"prous5";"antius1";"antius2";"antius3";"antius4";"antius5";"cheerful";"sad";"active";"angryatself";"disgusted";"calm";"guilty";"enthusiastic";"attentive";"afraid";"joyful";"downhearted";"bashful";"tired";"nervous";"sheepish";"sluggish";"amazed";"lonely";"distressed";"daring";"shaky";"sleepy";"blameworthy";"surprised";"happy";"excited";"determined";"strong";"timid";"hostile";"frightened";"scornful";"alone";"proud";"astonished";"relaxed";"alert";"jittery";"interested";"irritable";"upset";"lively";"loathing";"delighted";"angry";"ashamed";"confident";"inspired";"bold";"atease";"energetic";"fearless";"blue";"scared";"concentrating";"disgustedwithself";"shy";"drowsy";"dissatisfiedwithself";"countryofbirth";"race";"americanid";"msincomplete";"expert";"source";"location";"proauth_avg";"antiauth_avg";"pro_minus_anti";"pass_ER1";"pass_ER2";"pass_ER3";"usborn";"iswhite"
"48";NA;"tv";"anti-first";7;7;7;7;7;7;7;7;5;5;"3";"1";"1";"1";"1";"3";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"2";7;"0";1;"riverside";"riverside";7;5,66666666666667;1,33333333333333;TRUE;FALSE;FALSE;1;0
"49";NA;"tv";"anti-first";8;8;7;7;7;6;6;7;7;7;"3";"1";"1";"1";"1";"3";"1";"1";"4";"1";"3";"1";"1";"4";"1";"1";"1";"1";"1";"3";"1";"1";"4";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";NA;7;"0";1;"riverside";"riverside";7;7;0;TRUE;FALSE;FALSE;1;0
"50";NA;"tv";"anti-first";6;6;6;6;6;7;8;6;6;6;"3";"2";"2";"1";"1";"2";"1";"2";"2";"2";"1";"1";"3";"4";"2";"1";"3";"3";"2";"1";"3";"3";"4";"1";"2";"2";"2";"2";"2";"3";"2";"2";"2";"2";"2";"2";"2";"3";"2";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"1";"3";"2";"3";"1";"1";"2";"1";"1";"1";"3";"2";"4";3;"0";1;"riverside";"riverside";6;6;0;TRUE;FALSE;FALSE;0;0
"51";NA;"tv";"anti-first";7;7;6;6;6;4;4;5;4;5;"3";"3";"3";"4";"2";"3";"4";"3";"4";"4";"2";"3";"3";"4";"3";"3";"3";"4";"3";"2";"3";"3";"4";"3";"4";"2";"2";"2";"3";"2";"3";"2";"3";"1";"3";"3";"2";"2";"3";"3";"4";"3";"3";"3";"3";"3";"4";"2";"4";"3";"3";"2";"3";"3";"3";"2";"4";"3";"3";"2";"2";"4";5;"0";1;"riverside";"riverside";6;4,66666666666667;1,33333333333333;TRUE;FALSE;FALSE;0;0
"52";NA;"tv";"anti-first";8;8;8;9;8;8;8;9;7;7;"3";"2";"1";"1";"1";"4";"1";"2";"5";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"4";"2";"3";"1";"1";"1";"1";"1";"1";"1";"1";"5";"4";"1";"4";"2";"1";"3";"1";"1";"1";"1";"2";"3";"1";"4";"3";"1";"1";"1";"4";"1";"1";"1";"2";"1";"6";8;"0";1;"riverside";"riverside";8,33333333333333;7,66666666666667;0,666666666666667;TRUE;FALSE;FALSE;1;0
"53";NA;"tv";"anti-first";7;7;8;5;8;6;5;8;5;8;"2";"1";"1";"1";"1";"2";"1";"1";"4";"1";"2";"1";"1";"5";"1";"1";"5";"1";"1";"1";"1";"1";"5";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"4";"1";"1";"4";"2";"1";"1";7;"0";1;"riverside";"riverside";7;7;0;TRUE;TRUE;TRUE;1;1
"54";NA;"tv";"pro-first";7;6;6;6;7;4;2;4;4;6;"2";"1";"1";"2";"1";"4";"1";"1";"4";"1";"1";"1";"1";"3";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"3";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"3";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";8;"0";1;"riverside";"riverside";6,33333333333333;4,66666666666667;1,66666666666667;TRUE;TRUE;TRUE;1;1
"55";NA;"tv";"anti-first";7;7;7;7;8;7;7;7;5;8;"1";"3";"2";"4";"1";"3";"1";"2";"4";"2";"1";"2";"1";"4";"3";"1";"2";"1";"4";"1";"1";"1";"3";"3";"1";"2";"1";"2";"2";"3";"1";"1";"1";"3";"2";"1";"2";"4";"2";"2";"2";"4";"3";"1";"1";"3";"2";"2";"1";"2";"2";"3";"1";"3";"2";"4";"2";"4";"1";"5";"1";"6";6;"0";1;"riverside";"riverside";7,33333333333333;6,66666666666667;0,666666666666666;TRUE;FALSE;FALSE;1;0
"56";NA;"ms";"pro-first";5;5;4;4;4;3;2;3;2;2;"2";"1";"3";"1";"1";"4";"1";"1";"3";"1";"2";"1";"2";"2";"1";"1";"2";"2";"1";"1";"2";"2";"2";"1";"3";"2";"3";"1";"4";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"3";"3";"1";"2";"1";"3";"1";"2";"2";"1";"1";"1";"3";"2";"1";"1";"3";"1";"1";"1";"1";"2";"4";7;"0";1;"riverside";"riverside";4;2,33333333333333;1,66666666666667;TRUE;FALSE;FALSE;0;0
"57";NA;"ms";"anti-first";7;8;7;5;7;4;3;5;5;5;"3";"1";"5";"1";"1";"5";"1";"4";"3";"1";"5";"1";"1";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"5";"5";"5";"5";"1";"1";"2";"1";"1";"4";"1";"5";"3";"1";"2";"2";"1";"5";"1";"5";"1";"1";"5";"4";"2";"5";"5";"3";"1";"1";"4";"1";"1";"1";"1";"1";"4";7;"0";1;"riverside";"riverside";6,33333333333333;5;1,33333333333333;TRUE;FALSE;FALSE;1;0
"58";NA;"ms";"pro-first";7;7;6;6;6;7;7;8;7;8;"3";"2";"2";"3";"1";"4";"1";"1";"3";"1";"2";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"3";"1";"2";"3";"3";"1";"1";"1";"3";"1";"1";"4";"3";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"3";"2";"2";"2";"1";"1";"4";5;"0";1;"riverside";"riverside";6;7,66666666666667;-1,66666666666667;TRUE;FALSE;FALSE;1;0
"59";NA;"tv";"anti-first";6;6;4;7;4;6;6;4;7;4;"4";"3";"3";"2";"2";"3";"1";"5";"5";"1";"3";"3";"2";"2";"1";"1";"2";"1";"5";"1";"5";"1";"3";"1";"2";"4";"2";"5";"5";"2";"1";"1";"2";"5";"5";"1";"3";"4";"1";"3";"2";"2";"5";"1";"4";"1";"1";"3";"4";"4";"3";"4";"4";"2";"1";"4";"1";"1";"3";"1";"1";"1";1;"0";1;"riverside";"riverside";5;5;0;TRUE;TRUE;FALSE;1;1
"60";NA;"ms";"pro-first";7;6;6;7;6;7;5;5;5;6;"2";"4";"3";"4";"1";"3";"3";"2";"3";"4";"3";"2";"2";"4";"1";"1";"1";"1";"4";"3";"1";"1";"1";"4";"1";"2";"1";"3";"2";"1";"2";"1";"1";"4";"3";"1";"2";"3";"2";"2";"2";"2";"2";"1";"3";"2";"2";"1";"2";"1";"2";"2";"1";"3";"2";"3";"2";"1";"1";"2";"1";NA;5;"0";1;"riverside";"riverside";6,33333333333333;5,33333333333333;1;TRUE;FALSE;FALSE;1;0
"61";NA;"ms";"anti-first";7;8;6;6;6;3;2;4;6;1;"5";"1";"5";"1";"1";"5";"1";"5";"5";"1";"5";"1";"1";"1";"1";"1";"1";"3";"1";"1";"3";"1";"1";"1";"3";"5";"5";"1";"5";"5";"1";"1";"1";"1";"5";"1";"5";"5";"1";"5";"1";"1";"5";"5";"5";"1";"1";"5";"5";"5";"5";"5";"3";"1";"1";"5";"1";"1";"1";"5";"1";"1";6;"0";1;"riverside";"riverside";6;3,66666666666667;2,33333333333333;TRUE;TRUE;FALSE;1;1
"62";NA;"tv";"anti-first";8;8;7;7;7;8;8;8;8;8;"4";"1";"5";"1";"1";"4";"1";"4";"4";"1";"4";"1";"3";"1";"1";"1";"1";"3";"1";"1";"4";"1";"1";"1";"1";"4";"4";"4";"4";"1";"1";"1";"1";"1";"4";"4";"5";"4";"1";"4";"1";"1";"4";"1";"4";"1";"1";"4";"4";"3";"4";"4";"3";"1";"1";"4";"1";"3";"1";"1";"1";"4";5;"0";1;"riverside";"riverside";7;8;-1;TRUE;FALSE;FALSE;1;0
"63";NA;"ms";"pro-first";7;7;6;8;6;7;8;8;7;6;"3";"2";"2";"1";"1";"4";"1";"2";"4";"1";"3";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"4";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"3";"1";"2";"3";"1";"1";"1";"3";"1";"1";"1";"1";"1";"4";"2";"1";"1";"1";"4";"1";"1";"1";"1";"1";"4";7;"0";1;"riverside";"riverside";6,66666666666667;7;-0,333333333333333;TRUE;FALSE;FALSE;1;0
"64";NA;"tv";"pro-first";7;8;6;8;7;6;7;5;5;5;"3";"3";"2";"4";"1";"4";"2";"2";"4";"2";"2";"3";"2";"4";"3";"2";"2";"1";"5";"3";"3";"1";"3";"2";"1";"2";"2";"3";"4";"3";"1";"3";"3";"4";"1";"1";"3";"2";"1";"4";"3";"2";"2";"3";"1";"1";"1";"3";"2";"2";"3";"2";"1";"4";"2";"4";"3";"2";"2";"4";"1";"5";7;"0";1;"riverside";"riverside";7;5;2;TRUE;FALSE;FALSE;1;0
"65";NA;"tv";"anti-first";9;9;8;9;8;7;6;7;5;7;"3";"1";"2";"1";"1";"4";"1";"1";"4";"1";"1";"1";"1";"5";"1";"1";"3";"1";"1";"1";"1";"1";"5";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"4";"3";"3";"1";"1";"1";"1";"1";"1";"2";"3";"1";"1";"1";"4";"1";"1";"1";"4";"1";"1";"5";"1";"1";"4";7;"0";1;"riverside";"riverside";8,33333333333333;6,33333333333333;2;TRUE;FALSE;FALSE;1;0
"66";NA;"ms";"anti-first";6;6;7;7;7;6;6;7;7;7;"5";"2";"4";"1";"1";"4";"1";"2";"5";"1";"5";"1";"1";"5";"3";"2";"3";"5";"2";"3";"1";"2";"3";"1";"1";"5";"1";"5";"5";"2";"1";"1";"1";"2";"1";"1";"4";"5";"2";"2";"1";"1";"2";"1";"5";"1";"1";"2";"1";"3";"4";"3";"4";"2";"1";"4";"1";"1";"3";"1";"2";"4";4;"0";1;"riverside";"riverside";7;7;0;TRUE;FALSE;FALSE;0;0
"67";NA;"tv";"anti-first";6;6;7;8;9;5;6;8;9;8;"3";"1";"3";"4";"1";"1";"1";"1";"5";"1";"3";"1";"2";"5";"1";"3";"5";"1";"1";"2";"4";"1";"5";"1";"5";"5";"2";"4";"5";"1";"1";"1";"1";"2";"3";"1";"4";"3";"1";"1";"3";"1";"4";"1";"2";"1";"1";"5";"4";"1";"4";"3";"5";"1";"1";"1";"1";"1";"1";"1";"1";NA;7;"0";1;"riverside";"riverside";8;8,33333333333333;-0,333333333333334;TRUE;FALSE;FALSE;1;0
"68";NA;"ms";"pro-first";3;2;3;4;4;7;6;6;7;6;"3";"1";"2";"1";"1";"3";"1";"2";"2";"1";"1";"1";"1";"4";"2";"1";"2";"1";"1";"1";"1";"1";"4";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"4";"1";"2";"4";6;"0";1;"riverside";"riverside";3,66666666666667;6,33333333333333;-2,66666666666667;TRUE;FALSE;FALSE;0;0
"70";NA;"tv";"pro-first";8;8;8;9;9;2;3;4;2;3;"3";"1";"5";"1";"1";"2";"1";"4";"4";"1";"4";"1";"1";"1";"1";"1";"1";"3";"1";"4";"4";"1";"1";"2";"1";"4";"4";"4";"3";"1";"1";"1";"3";"1";"3";"3";"2";"3";"1";"5";"2";"1";"4";"1";"2";"1";"1";"3";"4";"3";"2";"5";"3";"1";"1";"4";"2";"1";"1";"2";"1";"6";6;"0";1;"riverside";"riverside";8,66666666666667;3;5,66666666666667;TRUE;FALSE;FALSE;1;0
"71";NA;"ms";"pro-first";7;4;5;6;5;6;4;4;5;4;"2";"1";"1";"1";"1";"2";"1";"1";"4";"2";"1";"1";"1";"4";"3";"1";"2";"1";"1";"2";"1";"2";"5";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"2";"4";"1";"4";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"2";"1";"1";"1";"2";"4";"1";"1";"1";"1";"1";"4";6;"0";1;"riverside";"riverside";5,33333333333333;4,33333333333333;1;TRUE;FALSE;FALSE;1;0
"72";NA;"tv";"pro-first";7;7;5;5;5;7;8;7;6;7;"3";"1";"3";"1";"1";"4";"1";"2";"3";"1";"3";"4";"1";"5";"2";"2";"4";"3";"1";"2";"3";"1";"5";"1";"1";"3";"3";"3";"4";"2";"3";"1";"1";"1";"2";"1";"3";"3";"1";"2";"2";"1";"1";"1";"3";"1";"1";"3";"4";"3";"3";"2";"3";"1";"1";"4";"1";"2";"5";"1";"1";"4";7;"0";1;"riverside";"riverside";5;6,66666666666667;-1,66666666666667;TRUE;FALSE;FALSE;1;0
"73";NA;"tv";"pro-first";8;8;9;9;9;6;4;8;8;9;"3";"1";"5";"1";"1";"5";"2";"5";"4";"2";"5";"1";"3";"1";"1";"1";"1";"1";"1";"1";"5";"1";"2";"1";"2";"5";"5";"5";"5";"2";"1";"1";"1";"1";"3";"1";"4";"5";"1";"5";"1";"1";"5";"1";"4";"1";"1";"5";"4";"5";"5";"3";"3";"1";"1";"3";"1";"1";"1";"1";"1";"6";8;"0";1;"riverside";"riverside";9;8,33333333333333;0,666666666666666;TRUE;FALSE;FALSE;1;0
"74";NA;"tv";"anti-first";7;7;7;8;8;5;6;5;8;7;"1";"4";"1";"1";"1";"5";"1";"1";"3";"2";"1";"2";"1";"5";"4";"2";"5";"1";"4";"5";"1";"2";"5";"1";"1";"1";"1";"2";"4";"1";"2";"1";"2";"4";"3";"1";"4";"1";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"3";"1";"2";"4";"2";"2";"1";"1";"3";"3";"1";"4";3;"0";1;"riverside";"riverside";7,66666666666667;6,66666666666667;1;TRUE;FALSE;FALSE;1;0
"75";NA;"ms";"pro-first";4;4;7;8;7;8;8;8;8;8;"2";"1";"1";"1";"1";"3";"1";"1";"3";"2";"1";"2";"1";"4";"1";"1";"2";"1";"2";"1";"1";"1";"4";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"3";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"3";"1";"4";"4";"1";"1";"6";5;"0";1;"riverside";"riverside";7,33333333333333;8;-0,666666666666667;TRUE;FALSE;FALSE;1;0
"76";NA;"ms";"anti-first";7;6;8;7;7;6;6;8;7;6;"4";"2";"3";"1";"1";"4";"1";"4";"4";"1";"4";"1";"2";"4";"1";"1";"3";"4";"2";"1";"3";"1";"3";"1";"3";"4";"4";"4";"3";"2";"1";"1";"2";"2";"3";"4";"4";"4";"1";"4";"2";"2";"3";"1";"4";"1";"1";"4";"4";"4";"1";"4";"3";"1";"1";"3";"1";"1";"3";"1";"1";"4";7;"0";1;"riverside";"riverside";7,33333333333333;7;0,333333333333333;TRUE;FALSE;FALSE;1;0
"77";NA;"tv";"pro-first";5;6;4;5;3;5;6;3;4;4;"2";"3";"3";"3";"2";"3";"3";"3";"2";"3";"3";"3";"3";"4";"4";"2";"4";"2";"2";"2";"2";"2";"3";"3";"2";"2";"2";"4";"2";"2";"3";"2";"3";"1";"3";"2";"2";"2";"2";"2";"3";"4";"2";"2";"2";"3";"3";"3";"1";"4";"2";"3";"2";"3";"1";"2";"4";"3";"3";"4";"1";"4";6;"0";1;"riverside";"riverside";4;3,66666666666667;0,333333333333333;TRUE;FALSE;FALSE;1;0
"78";NA;"ms";"anti-first";8;8;7;7,5;6;6;7;5;6;6;"2";"1";"2";"1";"1";"2";"1";"1";"4";"1";"2";"1";"1";"3";"2";"1";"2";"1";"2";"1";"3";"3";"3";"1";"1";"2";"1";"1";"1";"4";"1";"1";"1";"4";"1";"1";"3";"5";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"2";"3";"3";"2";"1";"6";5;"0";1;"riverside";"riverside";6,83333333333333;5,66666666666667;1,16666666666667;TRUE;FALSE;FALSE;1;0
"79";NA;"ms";"anti-first";9;9;6;8;6;2;1;3;1;4;"1";"2";"1";"1";"1";"4";"1";"1";"4";"2";"1";"1";"1";"4";"3";"1";"2";"1";"1";"1";"1";"3";"3";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"3";"3";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";9;"0";1;"riverside";"riverside";6,66666666666667;2,66666666666667;4;TRUE;TRUE;TRUE;1;1
"80";NA;"ms";"pro-first";8;9;8;8;8;7;7;7;4;6;"1";"2";"1";"5";"1";"3";"1";"1";"5";"5";"1";"3";"1";"5";"5";"1";"5";"1";"4";"5";"3";"1";"4";"1";"1";"1";"1";"5";"3";"1";"1";"5";"1";"4";"1";"1";"1";"4";"1";"1";"1";"3";"1";"5";"1";"3";"4";"1";"1";"2";"1";"1";"2";"4";"5";"5";"4";"2";"1";"5";"1";NA;8;"0";1;"riverside";"riverside";8;5,66666666666667;2,33333333333333;TRUE;FALSE;FALSE;1;0
"81";NA;"tv";"pro-first";7;8;8;7;8;7;7;7;5;7;"3";"1";"1";"1";"1";"4";"1";"1";"4";"2";"3";"1";"1";"4";"2";"1";"3";"1";"1";"1";"2";"1";"3";"1";"1";"3";"1";"1";"4";"3";"2";"1";"1";"1";"1";"1";"4";"4";"3";"3";"1";"1";"1";"1";"3";"1";"1";"3";"1";"1";"3";"2";"1";"1";"1";"3";"1";"1";"1";"1";"1";"4";6;"0";1;"riverside";"riverside";7,66666666666667;6,33333333333333;1,33333333333333;TRUE;FALSE;FALSE;1;0
"82";NA;"ms";"anti-first";7;7;7;7;6;6;5;7;7;5;"4";"1";"3";"1";"1";"5";"1";"3";"3";"1";"3";"1";"1";"4";"3";"1";"1";"1";"1";"1";"4";"1";"4";"1";"1";"4";"2";"3";"3";"1";"1";"1";"1";"1";"1";"1";"5";"2";"1";"2";"1";"1";"3";"1";"4";"1";"1";NA;"1";"4";"3";"3";"4";"1";"1";"3";"1";"1";"1";"1";"2";"6";5;"0";1;"riverside";"riverside";6,66666666666667;6,33333333333333;0,333333333333334;TRUE;FALSE;FALSE;0;0
"83";NA;"tv";"anti-first";2;1;6;7;6;9;9;8;8;8;"1";"2";"3";"1";"4";"2";"1";"1";"4";"3";"1";"3";"4";"4";"2";"2";"1";"1";"2";"5";"4";"1";"4";"1";"1";"1";"1";"4";"2";"4";"4";"3";"3";"5";"1";"1";"1";"5";"2";"1";"3";"2";"1";"5";"1";"5";"1";"3";"1";"2";"1";"1";"1";"2";"3";"4";"1";"2";"4";"1";"1";NA;8;"0";1;"riverside";"riverside";6,33333333333333;8;-1,66666666666667;TRUE;FALSE;FALSE;1;0
"84";NA;"ms";"anti-first";5;6;5;5;3;2;1;5;3;1;"1";"2";"2";"1";"2";"4";"2";"3";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"3";"1";"5";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";"3";"1";"2";"1";"1";"1";"1";"3";"1";"1";"1";"4";6;"0";1;"riverside";"riverside";4,33333333333333;3;1,33333333333333;TRUE;FALSE;FALSE;1;0
"85";NA;"ms";"anti-first";7;6;6;7;6;7;7;6;5;5;"3";"1";"3";"1";"1";"4";"1";"1";"4";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"3";"1";"1";"1";"1";"1";"2";"1";"4";"3";"1";"4";"1";"1";"1";"1";"2";"1";"1";"3";"2";"1";"4";"2";"3";"1";"1";"3";"1";"2";"1";"1";"1";"1";7;"0";1;"riverside";"riverside";6,33333333333333;5,33333333333333;1;TRUE;TRUE;TRUE;1;1
"86";NA;"tv";"pro-first";7;8;7;7;7;6;7;7;6;7;"3";"1";"4";"1";"1";"3";"1";"2";"2";"1";"4";"1";"1";"4";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"2";"4";"1";"2";"2";"4";"1";"1";"1";"1";"1";"1";"3";"2";"1";"2";"1";"1";"2";"1";"3";"1";"1";"3";"2";"2";"4";"2";"3";"1";"1";"3";"1";"1";"1";"1";"2";"6";7;"0";1;"riverside";"riverside";7;6,66666666666667;0,333333333333333;TRUE;FALSE;FALSE;0;0
"89";NA;"ms";"anti-first";8;7;8;7;7;8;8;8;6;7;"1";"3";"1";"2";"3";"2";"1";"1";"3";"2";"1";"1";"2";"5";"3";"1";"2";"1";"1";"1";"1";"1";"5";"2";"1";"1";"1";"2";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"4";"3";"1";"1";"1";"1";"2";"1";"3";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"3";"1";NA;5;"0";1;"riverside";"riverside";7,33333333333333;7;0,333333333333333;TRUE;FALSE;FALSE;1;0
"90";NA;"ms";"anti-first";8;8;7;7;8;8;8;7;6;7;"2";"2";"1";"3";"1";"3";"2";"1";"1";"2";"1";"1";"1";"5";"4";"1";"4";"1";"2";"3";"1";"1";"5";"3";"1";"2";"1";"4";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"4";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"5";"3";"4";"1";"6";4;"0";1;"riverside";"riverside";7,33333333333333;6,66666666666667;0,666666666666666;TRUE;FALSE;FALSE;1;0
"91";NA;"ms";"anti-first";7;9;8;8;8;4;4;6;3;5;"3";"3";"1";"2";"1";"2";"3";"1";"3";"4";"2";"2";"3";"1";"3";"1";"1";"1";"1";"1";"1";"3";"1";"3";"1";"3";"1";"2";"2";"1";"2";"3";NA;"1";"1";NA;"3";"1";"3";"2";"2";"1";"2";NA;"3";"2";"4";"2";"4";"1";"2";"1";"1";"2";"3";"2";"3";"2";"1";"2";"1";NA;8;"0";1;"riverside";"riverside";8;4,66666666666667;3,33333333333333;TRUE;FALSE;FALSE;1;0
"92";NA;"ms";"anti-first";8;5;7;8;5;9;7;5;8;6;"2";"1";"4";"1";"1";"5";"4";"3";"4";"1";"2";"3";"1";"4";"1";"1";"3";"2";"4";"2";"5";"1";"3";"1";"2";"2";"1";"4";"3";"1";"1";"1";"1";"4";"1";"1";"4";"3";"1";"3";"1";"1";"2";"1";"3";"1";"1";"3";"4";"3";"5";"3";"4";"3";"1";"1";"1";"1";"2";"1";"2";"6";8;"0";1;"riverside";"riverside";6,66666666666667;6,33333333333333;0,333333333333334;TRUE;FALSE;FALSE;0;0
"93";NA;"tv";"pro-first";5;6;6;4;6;3;4;4;2;3;"1";"1";"3";"1";"1";"3";"1";"2";"3";"1";"2";"1";"1";"4";"1";"1";"3";"1";"1";"2";"1";"1";"3";"1";"1";"3";"1";"3";"2";"2";"1";"1";"1";"1";"1";"1";"3";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"2";"1";"2";"1";"1";"3";"1";"2";"1";"1";"2";"1";7;"0";1;"riverside";"riverside";5,33333333333333;3;2,33333333333333;TRUE;FALSE;FALSE;0;1
"94";NA;"ms";"anti-first";7;6;6;7;6;7;7;7;7;6;"2";"1";"2";"1";"1";"3";"2";"2";"4";"1";"3";"1";"2";"3";"2";"2";"3";"1";"1";"1";"2";"2";"3";"1";"4";"2";"1";"2";"3";"2";"1";"1";"1";"1";"2";"2";"3";"3";"1";"3";"1";"1";"2";"1";"2";"1";"1";"2";"2";"1";"3";"2";"3";"1";"1";"4";"1";"3";"2";"1";"4";"4";6;"0";1;"riverside";"riverside";6,33333333333333;6,66666666666667;-0,333333333333334;TRUE;FALSE;FALSE;0;0
"95";NA;"ms";"anti-first";7;6;7;8;7;3;4;7;6;3;"3";"1";"3";"1";"1";"5";"1";"4";"4";"1";"4";"1";"2";"4";"1";"1";"2";"1";"2";"1";"1";"1";"4";"1";"1";"4";"2";"4";"4";"1";"1";"1";"1";"2";"4";"1";"4";"4";"1";"4";"1";"1";"3";"1";"3";"1";"1";"4";"3";"3";"4";"3";"3";"1";"1";"1";"1";"2";"3";"1";"1";"1";7;"0";1;"riverside";"riverside";7,33333333333333;5,33333333333333;2;TRUE;TRUE;TRUE;1;1
"96";NA;"ms";"pro-first";6;6;6;6;7;8;7;7;7;8;"2";"1";"1";"1";"2";"2";"2";"1";"4";"3";"3";"1";"3";"2";"3";"1";"3";"2";"1";"2";"2";"1";"4";"1";"1";"2";"2";"2";"2";"1";"1";"3";"1";"1";"1";"1";"2";"4";"1";"2";"1";"3";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"3";"1";"2";"4";"1";"3";"4";"1";"1";NA;7;"0";1;"riverside";"riverside";6,33333333333333;7,33333333333333;-1;TRUE;FALSE;FALSE;1;0
"97";NA;"tv";"anti-first";9;9;9;9;9;8;8;8;7;8;"2";"1";"2";"1";"1";"4";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"4";"1";"1";"1";"4";"4";"2";"1";"3";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"3";"1";"3";"1";"1";"1";"3";"1";"1";"3";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";5;"0";1;"riverside";"riverside";9;7,66666666666667;1,33333333333333;TRUE;FALSE;FALSE;1;0
"98";NA;"tv";"anti-first";7;8;6;6;6;3;2;5;3;4;"3";"1";"4";"1";"1";"3";"1";"3";"4";"1";"3";NA;"1";"1";"1";"1";"1";"1";"3";"2";"3";"1";"1";"1";"1";"4";"2";"4";"4";"2";"1";"1";"1";"3";"3";"1";"4";"3";"4";"4";"1";"1";"4";"1";"3";"1";"1";"4";"3";"3";"3";"4";"3";"2";"1";"4";"1";"2";"1";"1";"1";"2";7;"0";1;"riverside";"riverside";6;4;2;TRUE;FALSE;FALSE;1;0
"99";NA;"ms";"anti-first";5;4;4;7;5;4;3;2;2;3;"4";"1";"3";"1";"1";"3";"1";"4";"3";"1";"4";"1";"2";"5";"2";"1";"4";"2";"1";"1";"2";"1";"5";"1";"1";"3";"3";"3";"3";"2";"1";"1";"2";"1";"2";"1";"3";"3";"1";"3";"2";"1";"2";"1";"4";"1";"1";"4";"2";"2";"3";"4";"3";"1";"1";"3";"1";"1";"4";"1";"1";"4";5;"0";1;"riverside";"riverside";5,33333333333333;2,33333333333333;3;TRUE;FALSE;FALSE;1;0
